key;joiningdate;surname;forename;group;newsletter
GI-109198; 1993-03-13; Keirsey; Sajjan; REDUCED; false
GI-101340; 1989-01-13; Sethi; Chinho; FULL; false
GI-104982; 1987-07-06; Suppi; Shigeichiro; EMERITUS; true
GI-104026; 1990-01-11; Jarecki; Jolita; FULL; false
GI-104395; 1985-02-26; Sommen; Kolar; FULL; false
GI-108691; 1985-04-06; Redmiles; Berni; REDUCED; true
GI-101365; 1986-05-21; Fargier; Baziley; EMERITUS; false
GI-106211; 1991-05-18; Plesums; Kotesh; REDUCED; false
GI-105705; 1986-11-07; Zaumen; Tommaso; FULL; true
GI-103948; 1995-04-18; Waleschkowski; Yuuichi; FULL; true
GI-104158; 1994-10-24; Zedlitz; Serap; STUDENT; false
GI-102352; 1990-07-26; Muhlberg; Uli; FULL; true
GI-101038; 1987-12-03; Slaats; Tesuya; FULL; false
GI-104141; 1987-02-25; Henders; Bernt; EMERITUS; false
GI-103756; 1991-04-18; Oberman; Mitchel; FULL; false
GI-104329; 1987-12-08; Qiwen; Kiyomitsu; STUDENT; true
GI-109480; 1999-06-24; Poulakidas; Jinxi; FULL; true
GI-103266; 1985-03-07; Brobst; Naraig; REDUCED; false
GI-102604; 1985-05-10; Stellhorn; Vojin; FULL; false
GI-102513; 1990-04-25; Weiland; Zhenbing; EMERITUS; true
GI-103099; 1991-06-14; Aumann; Along; REDUCED; true
GI-109936; 1986-09-05; Hatcliff; Rajmohan; STUDENT; false
GI-107455; 1986-10-23; Farrar; Theirry; EMERITUS; true
GI-109834; 1998-12-05; Seuren; Anyuan; FULL; false
GI-101694; 1992-04-02; Radivojevic; Frederique; FULL; false
GI-109800; 1987-10-31; Gubsky; Charmane; REDUCED; true
GI-103556; 1988-03-15; Heydon; Abdulla; FULL; true
GI-106885; 1988-12-12; Riesenhuber; Saniya; EMERITUS; false
GI-101489; 1994-01-13; Heystek; Sreekrishna; EMERITUS; false
GI-108644; 1998-01-29; Thebaut; Huan; FULL; false
GI-108701; 1985-05-01; Broomell; Niclas; FULL; false
GI-109443; 1990-05-20; Montresor; Gretta; REDUCED; false
GI-102995; 1990-12-19; Axelband; Gudjon; EMERITUS; false
GI-101481; 1987-10-27; Vanwelkenhuysen; Margo; REDUCED; true
GI-104733; 1989-02-16; Iacovou; Hairong; FULL; false
GI-102341; 1993-06-23; Perng; Udaiprakash; REDUCED; true
GI-106985; 1989-10-28; Chinin; Guoxiang; STUDENT; true
GI-100886; 1986-02-28; Savasere; Toshiki; EMERITUS; true
GI-109888; 1986-01-21; Etalle; Oguz; FULL; true
GI-107585; 1991-10-29; Ramaiah; Diederik; EMERITUS; false
GI-105333; 1993-02-11; Liedekerke; Shigeichiro; FULL; true
GI-105576; 1991-09-25; Ernst; Douadi; EMERITUS; false
GI-104381; 1987-03-24; Baezner; Kotesh; REDUCED; false
GI-109237; 1985-11-21; Simmel; Bezalel; REDUCED; false
GI-107787; 1987-01-28; Teitelbaum; Sreenivas; EMERITUS; false
GI-103027; 1987-02-22; Vakili; Jeanne; EMERITUS; true
GI-103137; 1986-06-13; Rodite; Alencar; REDUCED; false
GI-101875; 1985-04-03; Wixon; Vitaly; EMERITUS; true
GI-106678; 1988-08-13; Khalid; Ingmar; EMERITUS; false
GI-107217; 1988-07-17; Reeken; Subbu; REDUCED; false
GI-108708; 1985-04-15; Erdi; Alain; REDUCED; true
GI-102394; 1985-08-14; Mellouli; Toshimo; EMERITUS; true
GI-104757; 1993-10-07; Servieres; Uli; EMERITUS; false
GI-109383; 1986-08-18; Milicic; Shai; REDUCED; false
GI-107966; 1988-09-16; Kowalchuk; Deborah; REDUCED; false
GI-104792; 1985-02-02; Kemmerer; Taiji; FULL; true
GI-108497; 1986-02-20; Asmuth; Eckart; FULL; true
GI-107952; 1985-11-04; Budinsky; Hilary; REDUCED; false
GI-103960; 1991-02-06; Lichtner; Shridhar; FULL; true
GI-105037; 1989-12-26; Sinitsyn; Zsolt; FULL; true
GI-101448; 1986-05-11; Birge; Sarita; STUDENT; true
GI-106650; 1999-05-03; Rajcani; Tzvetan; STUDENT; false
GI-105335; 1991-01-05; Clemencon; Kwangsub; STUDENT; true
GI-107621; 1995-10-26; Kisuki; Beshir; FULL; true
GI-106486; 1986-03-20; Bridgland; Arno; FULL; false
GI-108897; 1990-10-04; Kobuchi; Gully; FULL; true
GI-100613; 1986-04-08; Harnett; Domenick; REDUCED; false
GI-108150; 1989-01-16; Ertl; Randy; EMERITUS; false
GI-106223; 1993-05-29; Plumb; Kerhong; EMERITUS; false
GI-105146; 1990-03-19; Steenbeek; Rayond; FULL; false
GI-103748; 1991-02-04; Leuchs; Patricio; STUDENT; true
GI-108980; 1992-03-25; Ohori; Heejo; FULL; false
GI-109930; 1992-12-02; Chiola; Mostafa; EMERITUS; true
GI-106388; 1988-03-11; Benner; Horward; EMERITUS; true
GI-100092; 1989-01-07; Peir; Aron; EMERITUS; true
GI-101114; 1988-03-25; Encarnacion; Weiwu; FULL; false
GI-100651; 1986-12-29; Journel; Pramod; EMERITUS; true
GI-102773; 1985-10-25; Junot; Jungsoon; STUDENT; false
GI-109884; 1999-02-22; Strandh; Parviz; FULL; false
GI-109782; 1987-10-02; Roisin; Oksana; FULL; true
GI-101858; 1994-07-02; Mitina; Gritta; FULL; true
GI-107489; 1986-06-13; Gerlach; Abdulla; STUDENT; true
GI-102178; 1990-05-14; Hedayat; Bokyung; REDUCED; false
GI-109071; 1989-03-24; Keustermans; Uli; STUDENT; true
GI-109135; 1994-01-16; Chartres; Helena; FULL; false
GI-108673; 1994-10-14; Kavraki; Seongbae; FULL; true
GI-107781; 1987-05-24; Silva; Lubomir; STUDENT; false
GI-101187; 1994-11-23; Emden; Alain; FULL; false
GI-104747; 1995-06-03; Remmers; Christfried; REDUCED; false
GI-109046; 1997-07-24; Esteva; Muneo; FULL; false
GI-109279; 1991-06-11; Rusterholz; Iara; STUDENT; false
GI-105279; 1988-04-28; Malinowski; Kagan; FULL; true
GI-100001; 1986-08-23; Peir; Oscar; STUDENT; false
GI-105728; 1993-03-24; Bahi; Georgy; EMERITUS; true
GI-104485; 1987-02-03; Jervis; Shiv; STUDENT; true
GI-106390; 1991-02-16; Grabner; Yinlin; FULL; true
GI-101145; 1989-05-02; Demeyer; Toshimi; FULL; false
GI-103292; 1985-08-10; Taneja; Sachio; STUDENT; true
GI-109128; 1985-06-09; Stasinski; Leon; FULL; true
GI-107521; 1990-09-22; Besselaar; Xiaobin; EMERITUS; false
GI-104261; 1985-10-28; Gustavson; Stamatina; EMERITUS; true
GI-101298; 1987-10-29; Gecsel; Candido; EMERITUS; true
GI-106061; 1985-06-26; Morrin; Kiyokazu; FULL; false
GI-100132; 1985-10-12; Slobodova; Brewster; EMERITUS; false
GI-104245; 1995-07-21; Bugaenko; Geoffrey; EMERITUS; false
GI-102938; 1985-08-07; Taneja; Isaac; FULL; false
GI-103543; 1993-09-21; Keohane; Paddy; EMERITUS; false
GI-100908; 1998-08-26; Bugrara; Sachin; FULL; true
GI-106012; 1991-09-23; Capobianchi; Goh; EMERITUS; false
GI-108075; 1994-01-12; Lanphier; Amalendu; STUDENT; false
GI-100909; 1993-12-23; Gargeya; Fumitaka; STUDENT; true
GI-100649; 1986-04-16; Ashish; Aluzio; STUDENT; true
GI-107287; 1990-01-12; Nergos; Yahiko; STUDENT; true
GI-105397; 1989-02-25; Sundgren; Nirmal; EMERITUS; false
GI-105756; 1991-03-10; Zuberek; Dmitry; FULL; false
GI-106483; 1990-10-03; Suomi; Chikara; REDUCED; false
GI-103757; 1987-01-22; Caine; Bouchung; REDUCED; false
GI-102575; 1993-06-06; Bondorf; Zengping; REDUCED; false
GI-104005; 1990-05-13; Hiltgen; Sivanarayana; FULL; true
GI-100913; 1985-05-25; Luga; Rasiah; FULL; false
GI-106826; 1985-08-21; Bernini; Kazuyasu; STUDENT; true
GI-100279; 1993-08-23; Leijenhorst; Mabhin; EMERITUS; true
GI-102068; 1985-03-08; Figueira; Dayanand; FULL; true
GI-108731; 1985-05-05; Spelt; Zhigen; EMERITUS; true
GI-108429; 1990-08-20; Trelles; Sajjan; REDUCED; true
GI-108397; 1987-05-26; Bernick; Kerhong; FULL; false
GI-104745; 1985-03-05; Lovengreen; Jenwei; FULL; false
GI-105156; 1985-05-12; Stenning; Dharmaraja; EMERITUS; false
GI-109948; 1995-01-09; Lalonde; Sugwoo; FULL; false
GI-106774; 1995-06-07; Fendler; Giao; EMERITUS; false
GI-102792; 1987-02-01; Panwar; Pranay; FULL; false
GI-106844; 1993-05-21; Aingworth; Munehiro; FULL; true
GI-102400; 1988-12-21; Azumi; Kenton; REDUCED; true
GI-106673; 1989-12-29; Cannard; Minghong; FULL; true
GI-102589; 1986-06-19; Lichtman; Tadahiro; EMERITUS; false
GI-106603; 1985-09-04; Sabnani; Arvin; FULL; true
GI-106968; 1987-03-16; Muhlberg; Gita; REDUCED; true
GI-104722; 1985-05-01; Siksek; Alexius; REDUCED; false
GI-101705; 1993-06-25; Range; Iara; FULL; false
GI-106790; 1986-08-03; Wielonsky; Khalil; EMERITUS; true
GI-109147; 1987-08-16; Bouloucos; Vishv; FULL; true
GI-106164; 1993-01-20; Ecklund; Neven; REDUCED; true
GI-105233; 1988-11-14; Panwar; Lorien; EMERITUS; false
GI-106175; 1985-07-14; Dalton; Remko; STUDENT; true
GI-105699; 1995-02-15; Marciano; Troy; REDUCED; false
GI-109937; 1991-04-30; Pell; Dannz; EMERITUS; false
GI-107282; 1993-11-14; Bridgland; Gen; EMERITUS; true
GI-104230; 1995-07-31; Malabarba; Taisook; FULL; false
GI-103649; 1996-05-30; Krohm; Morris; FULL; true
GI-102769; 1988-01-23; Snyers; Qingxiang; FULL; true
GI-108858; 1986-10-08; Panangaden; Alair; FULL; true
GI-108674; 1989-10-04; Baig; Danil; REDUCED; false
GI-103211; 1985-02-07; Kaiserswerth; Saniya; FULL; true
GI-103335; 1994-12-06; Ecklund; Kazuhiko; EMERITUS; true
GI-109514; 1987-03-03; Anido; Sanjiv; EMERITUS; false
GI-107557; 1994-05-28; Garigliano; Morris; STUDENT; false
GI-108066; 1991-10-08; Plump; Bernd; STUDENT; true
GI-100577; 1989-12-23; Journel; Utpal; REDUCED; true
GI-107412; 1987-03-17; Bhattacharjee; Amabile; FULL; true
GI-105714; 1993-06-21; Siksek; Golgen; EMERITUS; true
GI-103224; 1990-09-20; Cronin; Fumitaka; REDUCED; true
GI-108855; 1985-09-08; Pinto; Visit; FULL; false
GI-102276; 1985-05-26; Comyn; Nidapan; EMERITUS; true
GI-100199; 1986-10-02; Giveon; Lunjin; FULL; true
GI-107325; 1989-06-26; Kilgour; Uzi; EMERITUS; false
GI-109295; 1985-06-20; Sherertz; Tonny; FULL; false
GI-100335; 1992-06-02; Munawer; Bowen; REDUCED; true
GI-109132; 1988-02-10; Anido; Gio; EMERITUS; false
GI-100309; 1985-08-01; Fairtlough; Supot; FULL; true
GI-101000; 1985-09-16; Leonhardt; Stella; REDUCED; false
GI-103555; 1990-04-19; Messerschmitt; Rance; EMERITUS; true
GI-102764; 1989-07-01; Christianini; Kazuhira; FULL; false
GI-101613; 1993-07-22; Rajala; Heng; EMERITUS; true
GI-106366; 1986-10-10; Miake; Hatem; FULL; false
GI-103833; 1991-06-17; Peng; Morris; EMERITUS; true
GI-100640; 1991-09-07; Juneja; Tamiya; REDUCED; true
GI-102549; 1988-03-03; Pelc; Kenroku; FULL; false
GI-103842; 1990-01-12; Bojadziev; Chenyi; REDUCED; false
GI-109008; 1986-09-04; Waterhouse; Heng; EMERITUS; true
GI-100645; 1988-08-08; Keohane; Shahab; FULL; true
GI-102966; 1990-06-30; Swan; Dekang; FULL; true
GI-102977; 1988-04-26; Hardjono; Mariangiola; FULL; true
GI-109864; 1985-03-26; Crooks; Gay; FULL; false
GI-102577; 1985-11-02; Bhattacharjee; Basim; EMERITUS; true
GI-101502; 1988-07-09; Lichtner; Shaowen; FULL; false
GI-105217; 1989-05-17; Vanwelkenhuysen; Saeed; EMERITUS; true
GI-102581; 1989-06-23; Siscoll; Yurii; REDUCED; false
GI-107121; 1987-11-14; Pluym; Tua; REDUCED; true
GI-105557; 1986-06-03; Sankaranarayanan; Gladys; EMERITUS; true
GI-101997; 1987-08-02; Gide; Chriss; FULL; true
GI-102474; 1991-06-01; Schieder; JiYoung; STUDENT; true
GI-108283; 1994-05-21; Ananiadou; Mary; FULL; false
GI-102739; 1987-06-09; Skrikant; Frederique; EMERITUS; true
GI-102905; 1990-12-22; Luef; Sven; FULL; false
GI-109998; 1989-02-20; Pokrovskii; Marin; EMERITUS; false
GI-102840; 1986-11-28; Perri; Elliott; EMERITUS; true
GI-105810; 1995-03-11; Garnham; Susanta; FULL; false
GI-106980; 1987-10-17; Compeau; Sandeepan; FULL; false
GI-107009; 1990-02-22; Emden; Chuanti; STUDENT; false
GI-102868; 1989-07-15; Bottner; Seongbae; EMERITUS; false
GI-109365; 1985-06-20; Waymire; Pradeep; FULL; true
GI-107151; 1986-06-20; Honglei; Kish; FULL; true
GI-109251; 1985-04-13; Hiroyama; Gor; FULL; true
GI-104551; 1993-03-04; Speckmann; Mabhin; EMERITUS; true
GI-105787; 1987-05-03; Ferretti; Kenroku; REDUCED; false
GI-104039; 1989-09-14; Quittner; Hisao; FULL; true
GI-103371; 1990-09-13; Camurati; Mabry; EMERITUS; true
GI-105409; 1989-04-14; Herber; Filipe; FULL; false
GI-100385; 1994-04-02; Samarati; Padma; FULL; true
GI-100227; 1987-01-29; Zeidenstein; Shiv; REDUCED; false
GI-105764; 1990-06-23; Macedo; Nidapan; STUDENT; true
GI-103464; 1993-04-16; Kowalchuk; Sanjiv; REDUCED; false
GI-107141; 1990-01-25; Senzako; Kokou; STUDENT; true
GI-107987; 1990-10-01; Kitsuregawa; Pranay; EMERITUS; true
GI-107860; 1996-01-24; Schrooten; Moto; STUDENT; true
GI-102721; 1989-09-20; Alpay; Houman; EMERITUS; false
GI-103589; 1989-09-25; Granlund; Maren; STUDENT; true
GI-106902; 1985-08-27; Gammage; Berna; REDUCED; true
GI-105103; 1992-03-21; Mahmud; Shrikanth; STUDENT; false
GI-104973; 1993-04-28; Giaccio; Fayez; EMERITUS; false
GI-106691; 1986-01-28; Levasseur; Owen; STUDENT; true
GI-104108; 1987-12-10; Quaggetto; Kwan; STUDENT; true
GI-103532; 1988-05-31; Ashish; Ung; EMERITUS; true
GI-102989; 1993-12-15; Murillo; Ekawit; REDUCED; true
GI-108274; 1993-12-12; Luan; Fay; REDUCED; false
GI-102467; 1992-11-16; Shiratori; Fumitaka; FULL; true
GI-103633; 1987-07-02; Kroll; Yahiko; EMERITUS; true
GI-101821; 1993-11-21; Gunderson; Yannik; STUDENT; false
GI-103675; 1985-02-28; Schueller; Barun; EMERITUS; true
GI-104234; 1986-09-30; Gaughan; Nalini; REDUCED; false
GI-103472; 1988-06-16; Kleiser; Valdiodio; EMERITUS; false
GI-108163; 1986-07-23; Lichtner; Genevieve; EMERITUS; false
GI-105542; 1987-03-04; Czaja; Saeko; FULL; false
GI-101494; 1989-06-14; Zaumen; Shaunak; FULL; false
GI-108219; 1989-02-19; Klyachko; Luigi; REDUCED; false
GI-109103; 1992-06-04; Sankaranarayanan; Niclas; FULL; false
GI-105805; 1995-12-29; Kaltofen; Ramzi; FULL; true
GI-101455; 1988-10-18; Baca; Toney; EMERITUS; true
GI-100184; 1989-08-03; Milicic; Percy; FULL; false
GI-107822; 1985-08-03; Keustermans; Khalil; FULL; true
GI-101946; 1988-11-03; Stasinski; Uinam; REDUCED; false
GI-101540; 1990-09-23; Gurbaxani; Masoud; EMERITUS; false
GI-102909; 1986-01-26; Cincotta; Arup; EMERITUS; true
GI-108464; 1988-10-25; Clouatre; Matk; STUDENT; false
GI-104084; 1997-01-04; Braunschweig; Christfried; EMERITUS; false
GI-105602; 1985-08-07; Boissier; Stein; STUDENT; true
GI-105529; 1989-11-12; Hennebert; Parviz; EMERITUS; false
GI-103986; 1990-08-30; Kropf; Prodip; EMERITUS; false
GI-109669; 1986-01-13; Fontet; Alain; REDUCED; false
GI-108181; 1989-11-23; Bednarek; Anneli; FULL; true
GI-107982; 1992-04-06; Kopetz; Alain; REDUCED; true
GI-100319; 1996-03-26; Kusakari; Moto; STUDENT; false
GI-105948; 1996-10-28; Morton; Mohd; REDUCED; false
GI-103309; 1990-04-29; Pileggi; Shaleah; EMERITUS; false
GI-103611; 1985-02-12; DuCasse; Troy; EMERITUS; true
GI-108556; 1985-10-22; Munke; Saeed; STUDENT; true
GI-105700; 1986-12-25; Jahnichen; Aiman; FULL; true
GI-105819; 1987-08-23; Yetim; Nidapan; EMERITUS; false
GI-104950; 1988-07-02; Bergere; Tristan; STUDENT; false
GI-108276; 1988-11-09; Roison; Hilari; FULL; true
GI-103092; 1996-03-14; Thorelli; Susanne; EMERITUS; true
GI-103837; 1988-08-02; Comyn; Gad; EMERITUS; false
GI-109163; 1986-09-24; Czap; Lidong; EMERITUS; false
GI-101045; 1988-08-10; Rajaraman; Sibyl; FULL; true
GI-101515; 1993-02-18; Conde; Giordano; FULL; true
GI-101378; 1990-05-07; Joslin; Jagoda; FULL; true
GI-103971; 1990-03-03; Binkley; Hyuckchul; EMERITUS; false
GI-109235; 1986-05-06; Katiyar; Elvis; EMERITUS; false
GI-104697; 1992-01-05; Yetto; Ymte; FULL; false
GI-105254; 1985-02-03; Kalefeld; Boguslaw; FULL; true
GI-104431; 1988-09-03; Vecchio; Danai; STUDENT; false
GI-100288; 1990-11-10; Veeraraghavan; Marit; FULL; true
GI-102034; 1988-12-16; Buescher; Otilia; EMERITUS; false
GI-100554; 1993-08-05; Hardjono; Feixiong; REDUCED; true
GI-106651; 1986-05-30; Gladwell; Tze; REDUCED; false
GI-107250; 1993-01-26; Gecsei; Domenick; EMERITUS; false
GI-106214; 1990-02-02; Lorcy; Christfried; FULL; false
GI-107906; 1994-07-03; Senzako; Uno; REDUCED; true
GI-105357; 1992-04-27; Antonov; Georgy; EMERITUS; true
GI-105712; 1986-06-03; Dehkordi; Changho; FULL; true
GI-101069; 1990-03-26; Salverda; Gaurav; EMERITUS; true
GI-104910; 1988-08-28; Chaudhuri; Bikash; EMERITUS; true
GI-103781; 1992-05-12; Templeman; Rasiah; FULL; true
GI-105968; 1985-08-28; Silva-Jordan; Aluzio; EMERITUS; false
GI-103583; 1990-03-20; Morrey; Arup; EMERITUS; true
GI-101618; 1992-02-21; Lorys; Chinya; FULL; false
GI-105251; 1986-03-18; Penn; Shigeo; EMERITUS; false
GI-108302; 1987-07-28; Fujisaki; Martins; FULL; true
GI-109845; 1986-07-14; Spelt; Wayne; STUDENT; false
GI-102390; 1992-10-17; Sury; Rimon; REDUCED; true
GI-108999; 1988-03-12; Perko; Angus; STUDENT; true
GI-107331; 1994-05-09; Beutelspacher; Premsyl; STUDENT; true
GI-106050; 1985-12-03; Melter; Tomofumi; FULL; false
GI-100145; 1990-03-03; Ozeri; Gila; STUDENT; false
GI-107526; 1996-12-04; Chinen; Mountaz; FULL; true
GI-107611; 1986-08-15; Kroha; Ayakannu; FULL; true
GI-103665; 1987-04-14; Nanard; Fumitaka; FULL; false
GI-109557; 1991-07-17; Hiroyama; Guadalupe; EMERITUS; true
GI-108253; 1996-03-24; Malabarba; Angel; FULL; false
GI-109407; 1993-03-05; Garigliano; Yuguang; EMERITUS; true
GI-105598; 1992-04-30; Peha; Shunichi; REDUCED; true
GI-105898; 1987-07-01; Gluchowski; Wojceich; FULL; true
GI-106967; 1995-05-26; Hatcliff; Poorav; STUDENT; true
GI-107656; 1992-04-25; Kusakari; Jouni; STUDENT; true
GI-108211; 1986-02-27; Pramanik; Zito; FULL; false
GI-104561; 1987-08-30; Atrawala; Conrado; EMERITUS; true
GI-108991; 1986-10-06; Geffroy; Kasidit; FULL; false
GI-101810; 1987-09-29; Furudate; True; REDUCED; true
GI-105999; 1990-11-21; Tramer; Masato; FULL; false
GI-100711; 1993-04-12; Delgrange; Chuanyi; REDUCED; true
GI-102538; 1997-09-03; Hempstead; Arnould; FULL; false
GI-101232; 1986-07-19; Taubenfeld; Toshiki; EMERITUS; true
GI-100679; 1989-09-26; Melton; Slavian; EMERITUS; false
GI-108445; 1992-12-05; Brendel; Barun; REDUCED; true
GI-104180; 1987-03-28; Kowalchuk; Carrsten; REDUCED; true
GI-102484; 1990-04-20; Slobodova; Keung; STUDENT; true
GI-108888; 1992-05-28; Picht; Ger; EMERITUS; true
GI-100424; 1985-10-31; Murtagh; Nigel; EMERITUS; false
GI-106382; 1989-12-24; Jeansoulin; Krisda; EMERITUS; false
GI-100500; 1991-05-10; Mitchem; Krisda; EMERITUS; true
GI-101874; 1997-06-25; Schahn; Sajjan; EMERITUS; true
GI-107407; 1989-11-25; Wissmann; Aimee; REDUCED; true
GI-103816; 1985-04-21; Atchley; Georgi; FULL; false
GI-108951; 1996-11-08; Luke; Masaru; REDUCED; false
GI-108432; 1987-10-17; Rodite; Chenyi; FULL; false
GI-104050; 1991-02-03; Kisuki; Sachin; REDUCED; false
GI-101928; 1986-05-19; Schlenzig; Arunas; EMERITUS; false
GI-107107; 1985-08-16; Nyanchama; Hongzhu; FULL; false
GI-106193; 1988-03-08; Hockney; Weicheng; FULL; true
GI-106887; 1994-09-27; Lorcy; Sibyl; REDUCED; true
GI-106540; 1988-02-05; Delgrange; Jayson; FULL; true
GI-108733; 1988-08-06; Standera; Vasilis; FULL; false
GI-100745; 1986-02-18; Orsini; Arup; FULL; false
GI-108456; 1985-04-04; Carrere; Kristinn; EMERITUS; true
GI-106130; 1987-10-04; Reghbati; Mona; STUDENT; false
GI-106726; 1989-07-20; Stassinopoulos; Michaela; EMERITUS; false
GI-101136; 1991-09-11; Gilg; Yuriy; STUDENT; true
GI-101054; 1994-02-06; Munro; Sreekrishna; EMERITUS; true
GI-103671; 1989-03-18; Grabner; Demin; FULL; true
GI-102703; 1987-05-17; Kisuki; Horward; EMERITUS; false
GI-107716; 1994-01-30; Smeets; Zhanqiu; EMERITUS; true
GI-108127; 1992-03-13; Cromarty; Yuping; FULL; false
GI-106525; 1991-07-18; Srimani; Suebskul; EMERITUS; false
GI-107213; 1987-04-14; Hanratty; Kwangsub; REDUCED; false
GI-104218; 1988-07-25; Rosenbaum; Mototsugu; EMERITUS; true
GI-100356; 1987-06-24; Murtafg; Ramalingam; EMERITUS; false
GI-107588; 1988-10-04; Munck; Sanjay; REDUCED; false
GI-100252; 1991-01-21; Eugenio; Pranay; EMERITUS; false
GI-101927; 1998-12-06; Clouatre; Yefim; EMERITUS; true
GI-105553; 1986-01-14; Karlin; Reuven; REDUCED; true
GI-102883; 1987-07-12; Siepmann; Ewing; EMERITUS; true
GI-106721; 1995-11-11; Zobel; Vitali; FULL; true
GI-109970; 1987-08-20; Perng; Tristan; STUDENT; true
GI-109644; 1987-11-30; Taneja; Flemming; EMERITUS; true
GI-105324; 1988-07-23; Engelmann; Gina; REDUCED; true
GI-105085; 1986-12-23; Leslie; Matk; FULL; false
GI-102672; 1985-12-10; Schrooten; Sasan; REDUCED; true
GI-107752; 1993-05-17; Feinberg; Panayotis; REDUCED; false
GI-101026; 1986-06-16; Oskamp; Pranay; EMERITUS; true
GI-106547; 1989-12-23; Rothe; Ottavia; EMERITUS; false
GI-103810; 1988-05-06; Beutelspacher; Roselyn; FULL; false
GI-106183; 1992-03-21; Swift; Byong; FULL; false
GI-109325; 1985-06-04; Kropatsch; Heather; REDUCED; true
GI-106118; 1990-02-28; Liesche; Fumitaka; EMERITUS; true
GI-109581; 1991-01-23; Keirsey; Dulce; FULL; false
GI-101713; 1996-07-29; Lodder; Salvador; REDUCED; true
GI-106622; 1986-07-01; Scharstein; Jordanka; EMERITUS; true
GI-105794; 1991-10-23; Reistad; Satoru; REDUCED; false
GI-103799; 1989-04-29; Kumaresan; Val; FULL; true
GI-109919; 1996-02-29; Ratnaker; Gonzalo; FULL; false
GI-109087; 1993-07-07; Zambonelli; Weiye; EMERITUS; false
GI-100458; 1986-04-28; Thombley; Masasuke; REDUCED; false
GI-104581; 1988-02-13; Holburn; Tomofumi; FULL; true
GI-101130; 1985-12-20; Pehl; Aron; EMERITUS; true
GI-101722; 1985-06-20; Majewski; Fan; FULL; true
GI-104103; 1991-02-23; Peternell; Arno; FULL; false
GI-107968; 1996-03-21; Munck; Hercules; EMERITUS; false
GI-100223; 1989-06-30; Mitina; Felicidad; FULL; true
GI-100084; 1988-04-05; Waymire; Yongmao; FULL; false
GI-103875; 1986-07-27; Baja; Yishai; REDUCED; true
GI-109810; 1990-11-01; Akazan; Matk; REDUCED; true
GI-100393; 1993-06-08; Shinomoto; Manohar; FULL; true
GI-109486; 1993-01-23; Hofting; Adam; STUDENT; false
GI-107452; 1992-07-02; Kambil; Kirk; STUDENT; true
GI-109712; 1988-11-24; Bierman; Amstein; EMERITUS; false
GI-103326; 1986-11-19; Ghandeharizadeh; Hatem; EMERITUS; true
GI-103989; 1991-06-07; Pfau; Howell; REDUCED; false
GI-103762; 1992-08-30; Etalle; Serap; REDUCED; true
GI-103505; 1990-11-28; Ranze; Zhonghui; REDUCED; true
GI-108371; 1996-05-06; Schaad; Hitofumi; REDUCED; false
GI-100763; 1994-05-29; Lubachevsky; Eishiro; FULL; false
GI-108633; 1992-12-28; Pagter; Debatosh; FULL; true
GI-101044; 1986-12-12; Cesareni; Marke; FULL; false
GI-101644; 1999-08-28; Orsini; Youssef; FULL; false
GI-102982; 1986-10-14; Asser; Lucian; FULL; false
GI-102799; 1989-04-27; Pearson; Weiru; STUDENT; false
GI-105327; 1994-03-23; Rattan; Francesca; REDUCED; true
GI-109701; 1990-03-26; Jayawardene; Pohua; FULL; true
GI-109703; 1999-04-30; Haddadi; Lillian; FULL; true
GI-106635; 1985-11-23; Smailagic; Shaw; FULL; false
GI-106621; 1993-10-29; Kalloufi; Sanjai; REDUCED; false
GI-100377; 1985-05-13; Boudaillier; Achilleas; FULL; false
