key;joiningdate;surename;forename;group
GI-113995; 1990-07-05; Baaz; Jixiang; EMERITUS; false
GI-115596; 1989-06-03; Gruenwald; Sarita; FULL; false
GI-115595; 1987-09-20; Boguraev; Arvind; FULL; false
GI-117721; 1986-07-17; Butner; Guiseppe; EMERITUS; false
GI-101075; 1989-05-02; Krupka; Mats; EMERITUS; false
GI-103754; 1992-01-28; Nitsch; Ayonca; FULL; false
GI-106707; 1994-08-07; Sifakis; Bingning; EMERITUS; false
GI-122874; 1990-08-29; Chartres; Fai; EMERITUS; true
GI-100758; 1991-04-16; Neimat; Shiv; EMERITUS; true
GI-118877; 1988-07-14; DuCasse; Eran; REDUCED; false
GI-118896; 1987-11-15; Cochrane; Satyanarayana; REDUCED; true
GI-117689; 1994-06-27; Zschoche; Uinam; EMERITUS; true
GI-132674; 1987-04-28; Savasere; Zhiguo; FULL; false
GI-132013; 1985-06-15; DeMori; Howell; REDUCED; true
GI-110720; 1989-08-10; Khalid; Aran; FULL; true
GI-129479; 1988-10-19; Orlowski; Ohad; FULL; true
GI-120970; 1993-08-29; Serna; Mooi; FULL; true
GI-127905; 1992-08-31; Schaad; Yefim; REDUCED; true
GI-101357; 1997-06-26; Eppinger; Adel; FULL; true
GI-106427; 1985-10-04; Gaughan; Jianwen; STUDENT; true
GI-108981; 1994-11-15; Remmele; Moty; REDUCED; false
GI-107514; 1994-03-23; Wegerle; Sukumar; STUDENT; true
GI-136815; 1985-06-27; Stille; Kazuhide; FULL; false
GI-133367; 1993-06-14; Kopetz; Guangming; STUDENT; false
GI-116852; 1989-03-12; Rahimi; Shih; EMERITUS; true
GI-123555; 1991-06-04; Otillio; Akemi; FULL; false
GI-120700; 1987-04-18; Ossenbruggen; Arumugam; FULL; false
GI-132200; 1990-12-14; Zockler; Kish; STUDENT; false
GI-132679; 1986-10-01; Katzenelson; Arunas; STUDENT; true
GI-113592; 1989-09-19; Dalphin; Gian; EMERITUS; true
GI-119954; 1995-10-19; Flanders; Kazunori; EMERITUS; true
GI-121811; 1985-09-12; Velasco; Theron; EMERITUS; false
GI-110629; 1985-02-26; Demke; Jaques; REDUCED; false
GI-102478; 1993-11-17; Jansch; Danil; STUDENT; false
GI-100131; 1995-02-04; Wilfing; Marek; REDUCED; true
GI-106048; 1986-09-30; Beznosov; Divine; STUDENT; true
GI-109560; 1992-06-09; Ushiama; Maik; STUDENT; false
GI-105233; 1989-09-19; Rindone; Premal; FULL; false
GI-128736; 1989-05-23; Haumacher; Shmuel; EMERITUS; true
GI-130184; 1990-02-16; Coorg; Macha; FULL; false
GI-108892; 1985-08-11; Kalsbeek; Jacques; STUDENT; true
GI-100278; 1992-04-27; Casley; Uno; STUDENT; false
GI-116742; 1988-04-24; Kumaresan; Lobel; FULL; true
GI-107573; 1988-06-21; Casperson; Nishit; EMERITUS; true
GI-112985; 1994-03-03; Luks; Lihong; FULL; false
GI-134140; 1987-07-23; Stifter; Jolita; EMERITUS; true
GI-122838; 1991-10-04; Barinka; Eberhardt; FULL; true
GI-129279; 1986-01-31; Cyre; Gaurav; REDUCED; true
GI-137745; 1986-11-17; Baaleh; Ottavia; REDUCED; true
GI-133619; 1991-05-05; Krohn; Sushant; EMERITUS; false
GI-136733; 1986-05-23; Schnabel; Lillian; FULL; true
GI-107084; 1989-07-22; Trachtenberg; Herbert; EMERITUS; false
GI-129689; 1998-01-04; Passafiume; Arne; FULL; false
GI-104645; 1987-02-01; Panwar; Pranay; FULL; false
GI-113580; 1993-05-01; Montemayor; Ebru; FULL; true
GI-102408; 1985-07-05; Bernardes; Lein; FULL; false
GI-103978; 1992-02-04; Kropf; Christfried; STUDENT; false
GI-103556; 1993-04-06; Hanabata; Deniz; FULL; true
GI-133742; 1985-07-05; Brookman; Yurii; STUDENT; true
GI-131620; 1986-02-26; Schusler; Kwee; FULL; false
GI-117778; 1992-10-25; Erol; Pramod; FULL; true
GI-119616; 1986-02-04; Zschoche; Sanjiv; REDUCED; false
GI-100872; 1993-07-14; Shimshoni; Kensyu; STUDENT; true
GI-118591; 1987-08-26; Imataki; Domenico; REDUCED; false
GI-123094; 1993-07-02; Hebert; Arumugam; FULL; false
GI-105173; 1993-12-12; Matzat; Remzi; REDUCED; false
GI-127124; 1986-04-09; Kalloufi; Yongqiao; FULL; false
GI-137242; 1989-03-16; Maginnis; Sanjai; EMERITUS; true
GI-133490; 1991-07-24; Braunschweig; Florian; FULL; false
GI-138477; 1986-08-31; Wissmann; Shuji; FULL; true
GI-134608; 1993-03-24; Bahi; Georgy; EMERITUS; true
GI-130686; 1986-05-10; Birch; Chenyi; STUDENT; true
GI-112822; 1987-03-28; Streit; Arlette; STUDENT; true
GI-136262; 1996-07-18; Czaja; Pranay; FULL; false
GI-107330; 1993-12-13; Ullian; Frazer; REDUCED; true
GI-122274; 1988-04-30; Cincotta; Feixiong; EMERITUS; false
GI-124992; 1987-11-15; Theuretzbacher; Yolla; FULL; true
GI-122114; 1993-06-10; Merks; Uli; STUDENT; true
GI-136884; 1989-10-26; Hasham; Isaac; EMERITUS; true
GI-119500; 1987-08-17; Renear; Pramod; EMERITUS; true
GI-124349; 1988-01-19; Magalhaes; Xuejun; REDUCED; true
GI-113551; 1990-10-24; Alencar; Aksel; EMERITUS; true
GI-114564; 1988-07-17; Reeken; Subbu; REDUCED; false
GI-114505; 1997-05-28; Rothe; Sorina; FULL; true
GI-118728; 1993-09-24; Birjandi; Shigenori; REDUCED; false
GI-119274; 1989-06-09; Babu; IEEE; STUDENT; true
GI-121157; 1987-12-25; Zaiane; Ung; REDUCED; false
GI-133611; 1987-10-30; Krzyzanowski; Uinam; EMERITUS; false
GI-118229; 1989-08-20; Velardi; Masaru; REDUCED; false
GI-102108; 1987-12-27; Staudhammer; Pascal; FULL; true
GI-138094; 1987-10-30; Oskamp; Przemyslawa; EMERITUS; false
GI-126485; 1986-09-15; Hardjono; Kenroku; REDUCED; true
GI-110492; 1988-01-26; Berstel; Theron; EMERITUS; false
GI-108934; 1988-07-08; Kropatsch; Yolla; FULL; false
GI-108754; 1986-08-07; Zastre; Sakthirel; STUDENT; true
GI-122377; 1994-10-07; Petereit; Ebru; FULL; true
GI-123387; 1988-03-16; Benner; Lucian; REDUCED; false
GI-123499; 1990-05-21; Yavatkar; Franziska; STUDENT; true
GI-111615; 1985-05-22; Lamba; Kshitij; FULL; false
GI-134048; 1994-05-29; Kalafatis; Dante; REDUCED; false
GI-119997; 1988-03-30; Kaiserswerth; Aram; FULL; true
GI-125199; 1988-01-07; Langford; Golgen; EMERITUS; false
GI-129533; 1989-07-14; Radhakrishnan; Maja; FULL; true
GI-128094; 1987-10-30; Oskamp; Przemyslawa; EMERITUS; false
GI-125398; 1987-08-31; Steinauer; Tze; FULL; true
GI-112638; 1992-10-22; Comte; Mario; FULL; false
GI-129290; 1992-03-01; Hainaut; Jiann; EMERITUS; true
GI-133685; 1988-02-06; Boyle; Fumiyo; EMERITUS; true
GI-127091; 1992-10-18; Journel; Dietrich; EMERITUS; false
GI-126705; 1993-08-05; Gluchowski; Arunas; REDUCED; true
GI-118794; 1997-04-24; Weedon; Mingdong; REDUCED; false
GI-123173; 1987-11-11; Keirsey; Slavian; FULL; false
GI-128621; 1985-09-12; Range; Conal; STUDENT; false
GI-123965; 1994-12-11; Lorho; Manohar; EMERITUS; false
GI-128005; 1991-11-17; Garrabrants; Nikolaus; EMERITUS; false
GI-102711; 1985-04-10; Cincotta; Subhankar; STUDENT; true
GI-114252; 1996-09-12; Yoshizawa; Xinan; EMERITUS; true
GI-129604; 1985-10-10; Hagimont; Dmitri; STUDENT; true
GI-137129; 1987-03-31; Wendorf; Arto; FULL; false
GI-138896; 1987-11-15; Cochrane; Satyanarayana; REDUCED; true
GI-114650; 1985-09-04; Sabnani; Arvin; FULL; true
GI-128778; 1991-05-21; Plotkin; Yuichiro; EMERITUS; false
GI-113120; 1995-04-26; Reinhart; Tayeb; EMERITUS; false
GI-119422; 1993-08-03; Bouloucos; Cristinel; EMERITUS; false
GI-114490; 1990-06-18; Hambrick; Rosalyn; FULL; true
GI-131037; 1985-11-26; Chartres; Sukumar; REDUCED; true
GI-106072; 1986-04-14; Wynblatt; Insup; REDUCED; false
GI-105184; 1985-12-12; Asmuth; Xiaopeng; EMERITUS; false
GI-121317; 1992-12-21; Rahimi; Mechthild; REDUCED; true
GI-103965; 1994-12-11; Lorho; Manohar; EMERITUS; false
GI-128709; 1995-04-15; Perz; Boriana; EMERITUS; true
GI-116680; 1988-05-18; McAlpine; Feipei; STUDENT; true
GI-114039; 1986-03-15; Codenie; Marit; FULL; true
GI-116621; 1999-01-24; Kushner; Billie; FULL; true
GI-132858; 1991-10-02; Demke; Ishfaq; EMERITUS; true
GI-111697; 1985-12-20; Montresor; Zissis; REDUCED; true
GI-116684; 1987-05-03; Spelt; Vasiliy; FULL; false
GI-137962; 1991-06-26; Godskesen; Anneke; REDUCED; true
GI-126492; 1993-09-26; Besselaar; Djenana; FULL; false
GI-119670; 1992-01-03; Kieras; Jacopo; FULL; true
GI-126779; 1985-09-26; Brandsma; Subir; EMERITUS; true
GI-136427; 1985-10-04; Gaughan; Jianwen; STUDENT; true
GI-106962; 1986-09-10; Lemarechal; Aron; STUDENT; true
GI-138302; 1987-01-16; Schach; Neelam; FULL; false
GI-108515; 1985-04-08; Shihab; Danny; EMERITUS; true
GI-124686; 1989-07-01; Christianini; Kazuhira; FULL; false
GI-104161; 1987-05-21; Muniz; Shounak; STUDENT; false
GI-139520; 1985-02-26; Binkley; Mads; EMERITUS; true
GI-128035; 1996-12-04; Garnick; Vatsa; EMERITUS; false
GI-120194; 1987-06-08; Lally; Gio; STUDENT; false
GI-102911; 1988-11-03; Huttel; Tadahiro; STUDENT; false
GI-101179; 1988-07-17; Pargas; Ennio; FULL; false
GI-122450; 1986-12-08; Renear; Barun; REDUCED; false
GI-113405; 1986-12-28; Prenel; Ult; EMERITUS; true
GI-136904; 1998-08-29; Wallrath; Akeel; FULL; true
GI-119294; 1985-04-26; Walstra; Ottavia; EMERITUS; true
GI-116865; 1991-03-22; Schaap; Xiaoshan; FULL; true
GI-111231; 1986-11-12; Schusler; Yinlin; FULL; false
GI-113146; 1993-11-24; Jansen; Fen; EMERITUS; true
GI-117334; 1986-12-17; Siochi; Nishit; FULL; false
GI-101661; 1986-10-26; Viele; Zissis; REDUCED; true
GI-110855; 1990-03-02; Ohori; Terresa; EMERITUS; true
GI-131112; 1988-10-17; Jakobus; Filipe; EMERITUS; true
GI-121178; 1990-03-14; Suwa; Pranay; STUDENT; true
GI-135026; 1991-04-04; Jonsson; Houman; EMERITUS; true
GI-116789; 1990-07-28; Chiola; Marke; FULL; true
GI-122378; 1985-06-25; Grandbois; Slavian; FULL; false
GI-121356; 1985-04-08; Ratnakar; Subhankar; REDUCED; true
GI-122008; 1994-09-16; Feinberg; Conrado; EMERITUS; false
GI-118013; 1994-02-24; Wolniewicz; Satoru; FULL; false
GI-121179; 1988-07-17; Pargas; Ennio; FULL; false
GI-107900; 1994-04-15; Perin; Elzbieta; FULL; true
GI-129405; 1991-07-08; Acton; Uriel; REDUCED; false
GI-118652; 1992-01-21; Codenie; Eishiro; EMERITUS; false
GI-110157; 1992-06-30; Cusworth; Sverrir; EMERITUS; false
GI-103103; 1986-05-28; Varker; Mandell; FULL; true
GI-135789; 1987-03-22; Pargas; Unal; FULL; false
GI-131256; 1990-02-28; Vieri; Shawna; EMERITUS; true
GI-130816; 1990-05-21; Rodier; Jeong; FULL; true
GI-123303; 1993-06-04; Koshino; Mohammad; EMERITUS; true
GI-119592; 1985-04-25; Czaja; Chinhyun; FULL; false
GI-107833; 1988-08-07; Puppe; Ekawit; EMERITUS; true
GI-101464; 1987-08-13; Olano; Krassimir; FULL; true
GI-131148; 1989-05-28; Peral; Marjo; EMERITUS; true
GI-107076; 1991-05-23; Kampfer; Chinhyun; FULL; false
GI-100820; 1991-09-09; Rando; Gretta; FULL; true
GI-118367; 1993-05-26; Harnett; Eckart; EMERITUS; false
GI-124501; 1986-09-10; Danner; Uri; EMERITUS; false
GI-137083; 1991-10-14; Munawer; Hinrich; EMERITUS; true
GI-103202; 1991-08-02; Gecsel; Ishfaq; FULL; false
GI-109012; 1988-06-07; Kilgore; Moie; FULL; false
GI-123907; 1986-06-20; Valiente; Masaru; REDUCED; false
GI-117609; 1988-05-25; Rotem; Sven; REDUCED; true
GI-120258; 1987-02-04; Brlek; Peter; REDUCED; false
GI-108007; 1985-05-07; Kornatzky; Toshimori; FULL; false
GI-100894; 1992-07-29; Erbe; Shigeo; FULL; true
GI-127284; 1993-10-29; Gadepally; Tua; FULL; false
GI-102109; 1994-11-05; Decaestecker; Serge; STUDENT; true
GI-125932; 1988-08-29; Luff; Pragnesh; EMERITUS; true
GI-101057; 1989-04-29; Luiz; Kousuke; STUDENT; true
GI-104396; 1985-10-20; Gadepally; Toshimo; EMERITUS; true
GI-104225; 1991-01-15; Brendel; Zhilian; EMERITUS; false
GI-114557; 1987-03-24; Baezner; Kotesh; REDUCED; false
GI-110329; 1989-09-16; Lorho; Petter; REDUCED; true
GI-123541; 1987-03-04; Gihr; Unal; FULL; false
GI-107031; 1990-07-07; Engelmann; Rosalie; EMERITUS; true
GI-102342; 1986-08-20; Cooley; Rafols; STUDENT; false
GI-124638; 1985-05-05; Spelt; Zhigen; EMERITUS; true
GI-121059; 1986-05-21; Beznosov; Mani; FULL; true
GI-111671; 1993-01-01; Shrader; Moti; STUDENT; true
GI-135671; 1985-03-05; Broomell; Gift; FULL; true
GI-113043; 1989-07-28; Rosenbaum; Ingemar; FULL; false
GI-120451; 1985-11-23; Alpin; Marko; STUDENT; true
GI-135605; 1989-11-24; Shanbhogue; Shigeaki; FULL; true
GI-132428; 1989-04-09; Skafidas; Tiina; FULL; false
GI-135145; 1990-07-05; Cronan; Kinh; FULL; false
GI-129738; 1991-05-30; Gonthier; Avishai; EMERITUS; false
GI-110165; 1985-04-06; Binkley; Arto; REDUCED; false
GI-111531; 1993-11-29; Gecsei; Shim; EMERITUS; false
GI-126879; 1987-10-01; Lipner; Hisao; FULL; false
GI-105374; 1990-04-09; Schwartzburd; Domenick; EMERITUS; true
GI-114966; 1991-04-07; Schmezko; Udaiprakash; EMERITUS; false
GI-104158; 1994-04-13; Karner; Stamatina; FULL; true
GI-121767; 1987-09-24; Pearson; Nidapan; EMERITUS; false
GI-132325; 1994-06-20; Thibadeau; Chuanti; FULL; true
GI-137482; 1995-06-09; Iisaka; Yurij; STUDENT; false
GI-115600; 1998-05-29; Dulli; Qiwen; FULL; false
GI-118717; 1996-09-21; Hinsberger; Zorica; EMERITUS; false
GI-139777; 1988-08-08; Slaats; Munir; FULL; false
GI-110494; 1993-03-23; Stroustrup; Haldun; STUDENT; false
GI-124809; 1996-12-04; Chinen; Mountaz; FULL; true
GI-116330; 1990-11-09; Haumacher; Bedir; STUDENT; true
GI-110425; 1991-01-18; Krone; Phuoc; FULL; true
GI-106641; 1995-05-01; Covnot; Murthy; STUDENT; false
GI-108253; 1989-06-03; Falco; Sreekrishna; STUDENT; false
GI-137102; 1985-12-12; Ramaiah; Herb; EMERITUS; true
GI-122205; 1986-01-03; Dalphin; Weidon; FULL; false
GI-109932; 1993-05-05; Marrakchi; Gennadi; REDUCED; false
GI-118060; 1986-10-06; Chvatal; Marla; FULL; false
GI-119144; 1988-01-23; Flexer; Ziya; EMERITUS; false
GI-123636; 1994-11-27; Bouloucos; Gennady; REDUCED; false
GI-103865; 1986-08-29; Kinley; Janche; STUDENT; true
GI-133014; 1989-01-09; Carrere; Filipp; EMERITUS; true
GI-127256; 1993-04-29; Giaccio; Mingdong; REDUCED; false
GI-133139; 1994-09-05; Emmart; Makato; FULL; true
GI-118945; 1992-02-28; Gopalakrishnan; Sadun; REDUCED; true
GI-139602; 1986-10-25; Sridhar; Vidya; FULL; false
GI-117315; 1987-03-05; Tibblin; Toshiko; EMERITUS; true
GI-130403; 1986-03-12; Zultner; Magy; EMERITUS; true
GI-112801; 1987-05-09; Massonet; Flemming; EMERITUS; false
GI-119328; 1987-10-22; Mitchem; Quingbo; FULL; false
GI-115486; 1994-10-06; Kavvadias; Morris; FULL; false
GI-114510; 1988-05-26; Perez; Jolita; REDUCED; true
GI-109808; 1985-03-24; Beidas; Boriana; EMERITUS; false
GI-100664; 1986-06-23; Swick; Yaghout; EMERITUS; true
GI-117772; 1993-05-15; Zaumen; Yechiam; EMERITUS; false
GI-132518; 1988-03-17; Flanders; Gift; FULL; false
GI-120269; 1997-02-28; Binkley; Shuky; EMERITUS; false
GI-107393; 1989-05-21; Merel; Jingling; FULL; true
GI-139578; 1992-10-25; Sidhu; Insup; REDUCED; false
GI-122040; 1991-12-05; Fetvedt; Hilari; EMERITUS; true
GI-104519; 1985-02-26; Sommen; Kolar; FULL; false
GI-118887; 1986-04-13; Fordan; Tadahiro; REDUCED; false
GI-128596; 1996-07-06; Pearson; Shuky; FULL; true
GI-104447; 1987-06-27; Tasistro; Serap; FULL; true
GI-139637; 1985-07-03; Bahk; Ymte; EMERITUS; false
GI-109741; 1990-04-22; Fujisaki; Huican; FULL; false
GI-132707; 1988-10-14; Greibach; Irene; FULL; false
GI-128524; 1996-10-20; Kohling; Dulce; EMERITUS; true
GI-113487; 1990-05-05; Naumovich; KayLiang; FULL; false
GI-139438; 1985-08-12; Spieker; Shigeichiro; REDUCED; false
GI-102880; 1991-10-30; Ananiadou; Gita; REDUCED; true
GI-120080; 1985-03-14; Paciorek; Mikhail; REDUCED; false
GI-127211; 1988-02-07; Etalle; Toshiki; EMERITUS; true
GI-128562; 1994-09-07; Bugaenko; Mahmut; FULL; true
GI-105197; 1988-09-11; Itschner; Naraig; REDUCED; true
GI-128276; 1991-01-09; Crelier; Navid; STUDENT; false
GI-129614; 1987-04-13; Levergood; Mong; EMERITUS; true
GI-101147; 1993-01-25; Worfolk; Serap; EMERITUS; false
GI-124991; 1985-10-06; Naudin; Fan; FULL; true
GI-102737; 1990-03-20; Ramsey; Vitali; EMERITUS; true
GI-129039; 1987-02-17; Baranowski; Kokou; STUDENT; true
GI-126043; 1985-09-06; Matheson; Leif; EMERITUS; false
GI-127261; 1997-10-03; Rosar; Kagan; EMERITUS; true
GI-135875; 1994-01-24; Ranai; Caolyn; STUDENT; true
GI-111741; 1986-03-28; Vandervoorde; Raimond; STUDENT; false
GI-117330; 1993-12-13; Ullian; Frazer; REDUCED; true
GI-128496; 1988-02-10; Kropp; Clyde; STUDENT; true
GI-113978; 1992-02-04; Kropf; Christfried; STUDENT; false
GI-133431; 1989-10-30; Nooteboom; Guther; STUDENT; true
GI-131935; 1987-08-22; Iivonen; Sanjit; REDUCED; true
GI-113010; 1990-03-02; Azuma; Mona; FULL; true
GI-133621; 1985-12-31; Radhakrishnan; Apostol; FULL; true
GI-136878; 1985-10-23; Joslin; Magy; EMERITUS; true
GI-115369; 1987-05-24; Gulla; Mariangiola; FULL; true
GI-111614; 1992-06-19; Petereit; Jianhui; EMERITUS; false
GI-110814; 1991-08-25; Slobodova; Honesty; REDUCED; false
GI-107558; 1987-11-14; Birjandi; Valeska; STUDENT; true
GI-127175; 1987-03-03; Selvestrel; Suzette; REDUCED; true
GI-133350; 1995-07-24; Setia; Fumiya; REDUCED; true
GI-105510; 1992-03-13; Lorie; Xiaoshan; REDUCED; false
GI-125214; 1989-08-07; Straney; Babette; FULL; true
GI-109688; 1995-01-26; Bodoff; Pragnesh; FULL; true
GI-100624; 1990-02-07; Zhiwei; Shuho; FULL; true
GI-121834; 1990-01-28; Percebois; Pramod; STUDENT; false
GI-134952; 1996-10-24; Zweizig; Arra; STUDENT; true
GI-132001; 1991-03-11; Anido; Pranav; FULL; true
GI-100394; 1986-10-03; Marrakchi; Pranas; FULL; true
GI-104007; 1985-08-22; Bail; Gina; FULL; true
GI-106558; 1995-08-18; Jervis; Nathalie; FULL; true
GI-125263; 1987-03-22; Encarnacion; Jeferson; FULL; true
GI-100277; 1985-07-30; Frijda; Anneli; EMERITUS; false
GI-105714; 1985-05-18; Bellone; Huiqun; EMERITUS; false
GI-111110; 1990-05-01; Isard; Lorien; EMERITUS; true
GI-138585; 1991-10-27; Demian; Prodip; REDUCED; false
GI-115929; 1997-03-21; Berstel; Jiakeng; FULL; false
GI-109778; 1989-04-20; Rosis; Akhilish; STUDENT; false
GI-115278; 1986-03-20; Tomescu; Berthier; EMERITUS; false
GI-131077; 1988-04-30; Lorch; Nadjib; FULL; true
GI-119727; 1993-06-06; Flasterstein; DeForest; EMERITUS; false
GI-133264; 1988-12-31; Broomell; Kirk; STUDENT; true
GI-107595; 1991-04-13; Gornas; Chrisa; FULL; false
GI-107722; 1991-01-23; Rindone; Nadjib; FULL; true
GI-123527; 1990-03-11; Bhattacharjee; Supot; REDUCED; false
GI-133349; 1988-12-16; Peng; Stella; FULL; false
GI-105431; 1987-08-03; Karcich; Gal; REDUCED; true
GI-108033; 1986-10-08; Barvinok; Jacqueline; EMERITUS; true
GI-128262; 1991-03-05; Rabehasaina; Rayond; FULL; true
GI-103930; 1989-12-27; Erol; Remco; FULL; true
GI-136422; 1989-08-03; Maquelin; Maya; EMERITUS; false
GI-116903; 1993-01-09; Koshino; Ekawit; EMERITUS; false
GI-125002; 1985-07-03; Limongiello; Ronnie; FULL; true
GI-100764; 1985-08-03; Denna; Tokuyasu; FULL; true
GI-101016; 1985-08-08; Riefers; Serif; STUDENT; true
GI-130637; 1986-11-30; Luft; Tzvetan; FULL; true
GI-130321; 1985-10-27; Sridhar; Rafols; EMERITUS; true
GI-120670; 1989-11-09; Chinen; Halsur; REDUCED; true
GI-109787; 1990-04-07; Kamble; Gift; STUDENT; false
GI-127180; 1986-07-07; Acton; Xiahua; FULL; false
GI-134721; 1990-09-13; Camurati; Mabry; EMERITUS; true
GI-117088; 1986-05-12; Siprelle; Petter; FULL; false
GI-113678; 1988-03-27; Iivonen; Saniya; EMERITUS; false
GI-131029; 1985-07-31; Ginesta; Ghassan; STUDENT; true
GI-108766; 1988-02-26; Meszaros; Mack; REDUCED; true
GI-104206; 1989-12-09; Uhrik; Dekang; FULL; false
GI-127518; 1987-10-19; Ligten; Chuanyi; EMERITUS; true
GI-100777; 1991-01-16; Vecchi; Heeju; FULL; true
GI-111509; 1986-04-30; Murthy; Make; REDUCED; true
GI-117010; 1987-01-06; Weiland; Sudharsan; REDUCED; false
GI-111441; 1987-12-01; Makrucki; Serge; REDUCED; true
GI-118483; 1989-11-09; Pramanik; Christoper; STUDENT; false
GI-136325; 1987-10-31; Bernatsky; Gen; EMERITUS; false
GI-131075; 1989-05-02; Krupka; Mats; EMERITUS; false
GI-119200; 1985-10-20; Terkki; Eberhardt; FULL; false
GI-126358; 1992-08-09; Wossner; Kyoichi; REDUCED; true
GI-112735; 1994-09-30; Coors; Frederique; STUDENT; true
GI-135003; 1990-10-12; Escriba; Shooichi; REDUCED; false
GI-121482; 1986-07-29; DeMori; Larisa; REDUCED; true
GI-124168; 1995-12-13; Piazza; Mary; EMERITUS; false
GI-119957; 1987-09-25; Zizka; Byong; FULL; false
GI-126716; 1988-11-26; Leuchs; Chinho; REDUCED; false
GI-110881; 1998-07-25; Yurek; Wilmer; EMERITUS; true
GI-108794; 1997-04-24; Weedon; Mingdong; REDUCED; false
GI-105442; 1989-11-24; Conde; Lorien; EMERITUS; true
GI-136225; 1988-07-05; Birta; DeForest; STUDENT; true
GI-100781; 1989-10-29; Quadeer; Irena; STUDENT; false
GI-114579; 1986-03-20; Bridgland; Arno; FULL; false
GI-101911; 1987-06-21; Herath; Isamu; REDUCED; false
GI-136378; 1989-02-02; Cardazo; Paraskevi; EMERITUS; true
GI-105811; 1986-09-06; Clouatre; Gila; EMERITUS; true
GI-105525; 1987-09-07; Jullig; Uinam; FULL; false
GI-115572; 1990-08-22; Schaap; Tiina; REDUCED; false
GI-119341; 1986-09-29; Schaap; Takahiro; EMERITUS; false
GI-125299; 1995-03-09; Cunliffe; Uzi; EMERITUS; false
GI-122424; 1985-05-30; Underwood; Mohammad; EMERITUS; false
GI-107489; 1994-11-20; Brendel; Hercules; FULL; false
GI-124248; 1985-04-29; Wixon; Moti; REDUCED; true
GI-102915; 1987-03-18; Kilgore; Oguz; FULL; false
GI-128820; 1991-04-21; Picht; Raimond; EMERITUS; false
GI-112814; 1997-01-09; Akiyama; Randy; FULL; false
GI-135862; 1992-06-26; Kuszyk; Surveyors; EMERITUS; true
GI-107242; 1989-03-16; Maginnis; Sanjai; EMERITUS; true
GI-108357; 1994-01-26; Serre; Tokuyasu; FULL; false
GI-106836; 1986-12-05; Akazan; Oksana; REDUCED; true
GI-131921; 1985-08-12; Matheson; Stamatina; EMERITUS; true
GI-122965; 1990-01-02; Journel; Chaosheng; FULL; false
GI-134722; 1989-04-14; Herber; Filipe; FULL; false
GI-114348; 1991-07-11; Halloran; Xiping; STUDENT; false
GI-111765; 1987-06-18; Hettesheimer; Hidde; EMERITUS; false
GI-127729; 1988-01-16; Naumovich; Rafols; EMERITUS; false
GI-116056; 1989-12-24; Peck; Xumin; EMERITUS; false
GI-110155; 1985-02-28; Quittner; Vidya; STUDENT; false
GI-137085; 1986-07-08; Orlowska; Kish; REDUCED; false
GI-112486; 1994-01-22; Beeson; Zejun; REDUCED; false
GI-102764; 1985-11-01; Fendler; Boutros; FULL; true
GI-125832; 1987-07-12; Munawer; Matt; REDUCED; false
GI-104403; 1990-09-03; Merey; Halsur; EMERITUS; false
GI-129101; 1992-04-30; Anido; Mingsen; EMERITUS; false
GI-130853; 1987-11-25; Ruemmler; Maja; FULL; true
GI-118214; 1993-05-22; Bonifati; Masali; EMERITUS; false
GI-116092; 1987-09-11; Stentiford; Munir; EMERITUS; true
GI-125943; 1986-11-30; Tetzlaff; Kenroku; FULL; true
GI-101971; 1992-10-17; Baik; Chinhyun; FULL; false
GI-118172; 1991-02-03; Range; Susanna; EMERITUS; true
